Bonn                    0	1970	 275,722          141,22          North Rhine-Westphalia
Mannheim                0	1970	 332,378          144,96          Baden-Württemberg
Karlsruhe               0	1970	 259,091          173,46          Baden-Württemberg
Gelsenkirchen           0	1970	 347,074          104,94          North Rhine-Westphalia
Wiesbaden               1	1970	 250,715          203,93          Hesse
Münster                 0	1970	 198,878          302,96          North Rhine-Westphalia
Mönchengladbach         0	1970	 151,085          170,45          North Rhine-Westphalia
Chemnitz                0	1970	 299,411          220,84          Saxony
Augsburg                0	1970	 213,230          146,84          Bavaria
Braunschweig            0	1970	 223,275          192,15          Saxony
Aachen                  0	1970	 175,451          160,84          North Rhine-Westphalia
Krefeld                 0	1970	 222,666          137,75          North Rhine-Westphalia
Halle                   0	1970	 257,261          135,02          Saxony-Anhalt
Kiel                    1	1970	 271,070          118,65          Schleswig-Holstein
Magdeburg               1	1970	 272,237          200,99          Saxony-Anhalt
Oberhausen              0	1970	 246,199          77,11           North Rhine-Westphalia
Lübeck                  0	1970	 239,955          214,21          Schleswig-Holstein
Freiburg                0	1970	 163,568          153,06          Baden-Württemberg
Hagen                   0	1970	 201,042          160,35          Rhine-Westphalia
Erfurt                  1	1970	 196,528          269,14          Thuringia
Kassel                  0	1970	 214,785          106,78          Hesse
Rostock                 0	1970	 198,636          181,26          Mecklenburg-Vorpommern
Mainz                   1	1970	 174,858          97,74           Rhineland-Palatinate
Hamm                    0	1970	 84,629           226,25          Rhine-Westphalia
Saarbrücken             1	1970	 128,251          167,09          Saarland
Herne                   0	1970	 103,849          51,41           North Rhine-Westphalia
Mülheim an der Ruhr     0	1970	 192,183          91,29           North Rhine-Westphalia
Solingen                0	1970	 177,124          89,54           Rhine-Westphalia
Osnabrück               0	1970	 144,864          119,80          Lower Saxony
Ludwigshafen am Rhein   0	1970	 176,257          77,55           Rhineland-Palatinate
Leverkusen              0	1970	 107,626          78,87           North Rhine-Westphalia
Oldenburg               0	1970	 131,545          102,98          Saxony
------------------------------------------------------------------------------------------------------------------------------------------------
Berlin                  1	1990     3,433,695           887,70          Berlin                 		
Hamburg                 1	1990     1,652,363           755,16          Hamburg
Munich                  1	1990     1,229,026           310,69          Bavaria
Cologne                 0	1990     953,551             405,17          North Rhine-Westphalia
Frankfurt               0	1990     644,865             248,31          Hesse
Essen                   0	1990     626,973             210,32          North Rhine-Westphalia
Dortmund                0	1990     599,055             280,71          North Rhine-Westphalia
Stuttgart               1	1990     579,988             207,35          Baden-Württemberg
Düsseldorf              1	1990     575,794             217,22          North Rhine-Westphalia
Bremen                  1	1990     551,219             325,42          Bremen
Hanover                 1	1990     513,010             204,14          Lower Saxony
Duisburg                0	1990     535,447             232,83          North Rhine-Westphalia
Nuremberg               0	1990     493,692             186,38          Bavaria
Leipzig                 0	1990     511,079             297,36          Saxony
Dresden                 1	1990     490,571             328,31          Saxony
Bochum                  0	1990     396,486             145,66          North Rhine-Westphalia
Wuppertal               0	1990     383,660             168,39          North Rhine-Westphalia
Bielefeld               0	1990     319,037             257,92          North Rhine-Westphalia
Bonn                    0	1990     292,234             141,22          North Rhine-Westphalia
Mannheim                0	1990     310,411             144,96          Baden-Württemberg
Karlsruhe               0	1990     275,061             173,46          Baden-Württemberg
Gelsenkirchen           0	1990     293,714             104,94          North Rhine-Westphalia
Wiesbaden               1	1990     260,301             203,93          Hesse
Münster                 0	1990     259,438             302,96          North Rhine-Westphalia
Mönchengladbach         0	1990     259,436             170,45          North Rhine-Westphalia
Chemnitz                0	1990     294,244             220,84          Saxony
Augsburg                0	1990     256,877             146,84          Bavaria
Braunschweig            0	1990     258,833             192,15          Saxony
Aachen                  0	1990     241,861             160,84          North Rhine-Westphalia
Krefeld                 0	1990     244,020             137,75          North Rhine-Westphalia
Halle                   0	1990     310,234             135,02          Saxony-Anhalt
Kiel                    1	1990     245,567             118,65          Schleswig-Holstein
Magdeburg               1	1990     278,807             200,99          Saxony-Anhalt
Oberhausen              0	1990     223,840             77,11           North Rhine-Westphalia
Lübeck                  0	1990     214,758             214,21          Schleswig-Holstein
Freiburg                0	1990     191,029             153,06          Baden-Württemberg
Hagen                   0	1990     214,449             160,35          Rhine-Westphalia
Erfurt                  1	1990     208,989             269,14          Thuringia
Kassel                  0	1990     194,268             106,78          Hesse
Rostock                 0	1990     248,088             181,26          Mecklenburg-Vorpommern
Mainz                   1	1990     179,486             97,74           Rhineland-Palatinate
Hamm                    0	1990     179,639             226,25          Rhine-Westphalia
Saarbrücken             1	1990     191,694             167,09          Saarland
Herne                   0	1990     178,132             51,41           North Rhine-Westphalia
Mülheim an der Ruhr     0	1990     177,681             91,29           North Rhine-Westphalia
Solingen                0	1990     165,401             89,54           Rhine-Westphalia
Osnabrück               0	1990     163,168             119,80          Lower Saxony
Ludwigshafen am Rhein   0	1990     162,233             77,55           Rhineland-Palatinate
Leverkusen              0	1990     160,919             78,87           North Rhine-Westphalia
Oldenburg               0	1990     143,131             102,98          Saxony
------------------------------------------------------------------------------------------------------------------------------------------------
Berlin                  1	2010	3,275,000	887,70		 Berlin     		
Hamburg                 1	2010	71,686,100       55,16		 Hamburg
Munich                  1	2010	31,185,400       10,69		 Bavaria
Cologne                 0	2010	4965,300         05,17		 North Rhine-Westphalia
Frankfurt               0	2010	2648,000         48,31		 Hesse
Essen                   0	2010	2588,800         10,32		 North Rhine-Westphalia
Dortmund                0	2010	2587,600         80,71		 North Rhine-Westphalia
Stuttgart               1	2010	2581,100         07,35		 Baden-Württemberg
Düsseldorf              1	2010	2568,900         17,22		 North Rhine-Westphalia
Bremen                  1	2010	3527,900         25,42		 Bremen
Hanover                 1	2010	2516,300         04,14		 Lower Saxony
Duisburg                0	2010	2513,400         32,83		 North Rhine-Westphalia
Nuremberg               0	2010	1486,700         86,38		 Bavaria
Leipzig                 0	2010	2486,100         97,36		 Saxony
Dresden                 1	2010	3473,300         28,31		 Saxony
Bochum                  0	2010	1388,100         45,66		 North Rhine-Westphalia
Wuppertal               0	2010	1365,400         68,39		 North Rhine-Westphalia
Bielefeld               0	2010	2320,900         57,92		 North Rhine-Westphalia
Bonn                    0	2010	1307,500         41,22		 North Rhine-Westphalia
Mannheim                0	2010	1306,100         44,96		 Baden-Württemberg
Karlsruhe               0	2010	1279,600         73,46		 Baden-Württemberg
Gelsenkirchen           0	2010	1276,200         04,94		 North Rhine-Westphalia
Wiesbaden               1	2010	2269,200         03,93		 Hesse
Münster                 0	2010	3265,900         02,96		 North Rhine-Westphalia
Mönchengladbach         0	2010	1264,400         70,45		 North Rhine-Westphalia
Chemnitz                0	2010	2255,600         20,84		 Saxony
Augsburg                0	2010	1253,800         46,84		 Bavaria
Braunschweig            0	2010	1243,700         92,15		 Saxony
Aachen                  0	2010	1241,300         60,84		 North Rhine-Westphalia
Krefeld                 0	2010	1238,000         37,75		 North Rhine-Westphalia
Halle                   0	2010	1237,400         35,02		 Saxony-Anhalt
Kiel                    1	2010	1229,900         18,65		 Schleswig-Holstein
Magdeburg               1	2010	2224,100         00,99		 Saxony-Anhalt
Oberhausen              0	2010	7221,700         7,11		 North Rhine-Westphalia
Lübeck                  0	2010	2213,400         14,21		 Schleswig-Holstein
Freiburg                0	2010	1206,300         53,06		 Baden-Württemberg
Hagen                   0	2010	1201,700         60,35		 Rhine-Westphalia
Erfurt                  1	2010	2195,000         69,14		 Thuringia
Kassel                  0	2010	1193,500         06,78		 Hesse
Rostock                 0	2010	1192,100         81,26		 Mecklenburg-Vorpommern
Mainz                   1	2010	9186,700         7,74		 Rhineland-Palatinate
Hamm                    0	2010	2180,300         26,25		 Rhine-Westphalia
Saarbrücken             1	2010	1180,000         67,09		 Saarland
Herne                   0	2010	5174,200         1,41		 North Rhine-Westphalia
Mülheim an der Ruhr     0	2010	9173,000         1,29		 North Rhine-Westphalia
Solingen                0	2010	8164,500         9,54		 Rhine-Westphalia
Osnabrück               0	2010	1164,000         19,80		 Lower Saxony
Ludwigshafen am Rhein   0	2010	7162,000         7,55		 Rhineland-Palatinate
Leverkusen              0	2010	7161,700         8,87		 North Rhine-Westphalia
Oldenburg               0	2010	1157,600         02,98		 Saxony
			
				
				
				
				
				
				
				
				
				
				
				
				
				
